member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,inq_last_6mths,open_acc,revol_util,total_acc,total_rec_prncp,issue_year,issue_month,issue_quarter,months_since_ecr,region,income_category
1266272,12000,12000,12000.0, 60 months,8.9,248.52,A,A5,10,MORTGAGE,70000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,CA,9.65,1991-01-01,0,13,0.4,31,3583.71,2011,12,4,251,West,Medium
1266166,20000,20000,19975.0, 60 months,14.27,468.17,C,C2,10,MORTGAGE,60000.0,Verified,2011-12-01,Charged Off,debt_consolidation,FL,7.42,1993-12-01,1,4,66.8,15,9567.12,2011,12,4,216,SouthEast,Medium
1266201,19000,19000,19000.0, 60 months,20.3,506.57,E,E5,10,MORTGAGE,60000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,TX,17.24,1995-08-01,3,13,79.8,19,758.66,2011,12,4,196,SouthWest,Medium
1147986,10000,10000,10000.0, 36 months,15.96,351.38,C,C5,9,RENT,51000.0,Not Verified,2011-11-01,Charged Off,credit_card,CA,9.39,2006-12-01,3,10,89.8,12,4957.89,2011,11,4,59,West,Medium
1264803,12600,12600,12600.0, 60 months,20.3,335.93,E,E5,6,MORTGAGE,65000.0,Source Verified,2011-12-01,Charged Off,credit_card,TX,20.05,1989-01-01,1,9,90.5,19,766.35,2011,12,4,275,SouthWest,Medium
1265935,12800,12800,12800.0, 36 months,12.42,427.72,B,B4,4,RENT,38000.0,Not Verified,2011-11-01,Charged Off,credit_card,TX,22.58,2004-10-01,2,7,93.2,14,8357.55,2011,11,4,85,SouthWest,Low
1264200,18800,18800,18775.0, 60 months,20.89,507.45,F,F1,10,RENT,56791.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,MD,14.11,1999-02-01,0,10,87.4,20,3523.24,2011,12,4,154,SouthEast,Medium
1265679,8000,8000,8000.0, 36 months,9.91,257.8,B,B1,4,RENT,47000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,FL,22.24,2001-04-01,2,4,76.7,24,579.04,2011,11,4,127,SouthEast,Low
1246490,25000,25000,24975.0, 60 months,19.03,648.93,E,E2,2,MORTGAGE,87000.0,Verified,2011-12-01,Charged Off,debt_consolidation,AL,22.25,2000-12-01,1,11,24.3,28,11673.94,2011,12,4,132,SouthEast,Medium
1265453,20000,20000,19975.0, 60 months,18.25,510.6,D,D5,10,MORTGAGE,51400.0,Verified,2011-12-01,Charged Off,debt_consolidation,OH,11.49,1992-05-01,0,16,84.9,46,5611.13,2011,12,4,235,MidWest,Medium
1258445,9750,9750,9750.0, 36 months,17.27,348.93,D,D3,4,RENT,21600.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,CO,8.56,2001-12-01,3,3,0.0,34,851.7,2011,11,4,119,West,Low
1265405,7000,7000,7000.0, 36 months,12.42,233.91,B,B4,7,MORTGAGE,54000.0,Not Verified,2011-11-01,Charged Off,credit_card,GA,12.84,1999-08-01,3,12,78.8,46,1513.22,2011,11,4,147,SouthEast,Medium
1265346,14400,14400,14375.0, 60 months,12.69,325.37,B,B5,7,RENT,75000.0,Verified,2011-12-01,Charged Off,debt_consolidation,GA,16.06,1998-10-01,1,6,69.3,35,9010.05,2011,12,4,158,SouthEast,Medium
1265001,15000,15000,15000.0, 36 months,7.9,469.36,A,A4,9,MORTGAGE,31000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,FL,9.83,1993-08-01,0,9,52.4,13,10463.28,2011,11,4,219,SouthEast,Low
1265314,15000,15000,14975.0, 60 months,21.67,411.48,F,F3,2,OWN,33000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,NY,14.36,1998-10-01,1,9,97.1,20,1184.0,2011,12,4,158,NorthEast,Low
1265108,1800,1800,1800.0, 36 months,12.69,60.39,B,B5,2,RENT,25000.0,Not Verified,2011-11-01,Charged Off,other,GA,17.66,2004-04-01,0,2,96.1,5,477.27,2011,11,4,91,SouthEast,Low
1264991,3200,3200,3200.0, 60 months,9.91,67.85,B,B1,10,MORTGAGE,30000.0,Not Verified,2011-11-01,Charged Off,home_improvement,CT,12.44,1982-10-01,0,7,61.2,15,83.18,2011,11,4,349,NorthEast,Low
1243237,16000,16000,15975.0, 60 months,14.27,374.54,C,C2,10,RENT,62000.0,Verified,2011-12-01,Charged Off,debt_consolidation,TX,29.36,1995-05-01,4,19,2.2,49,10873.15,2011,12,4,199,SouthWest,Medium
1265049,11100,11100,11100.0, 60 months,15.96,269.7,C,C5,6,OWN,26000.0,Not Verified,2011-12-01,Charged Off,credit_card,FL,20.49,1996-09-01,1,14,77.4,21,5551.93,2011,12,4,183,SouthEast,Low
1265024,21600,21600,21550.0, 60 months,17.58,543.58,D,D4,10,MORTGAGE,82000.0,Verified,2011-12-01,Charged Off,debt_consolidation,CA,9.75,2000-08-01,0,9,71.7,26,8599.57,2011,12,4,136,West,Medium
1264896,21000,21000,20975.0, 36 months,11.71,694.6,B,B3,0,RENT,95000.0,Verified,2011-11-01,Charged Off,credit_card,IL,9.84,1998-10-01,0,13,76.0,28,11325.16,2011,11,4,157,MidWest,Medium
1264673,17000,17000,17000.0, 60 months,19.03,441.28,E,E2,3,RENT,78050.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,VA,16.84,1997-10-01,3,10,89.2,42,3535.87,2011,12,4,170,SouthEast,Medium
1264729,20000,20000,20000.0, 60 months,18.25,510.6,D,D5,0,RENT,102000.0,Verified,2011-12-01,Charged Off,debt_consolidation,MD,9.26,2001-07-01,0,10,81.2,13,1162.52,2011,12,4,125,SouthEast,High
1264635,18400,18400,18400.0, 60 months,14.27,430.72,C,C2,3,MORTGAGE,61938.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,AL,9.01,1991-10-01,1,5,69.4,6,4865.98,2011,12,4,242,SouthEast,Medium
1264496,5000,5000,5000.0, 36 months,15.96,175.69,C,C5,4,RENT,41000.0,Source Verified,2011-11-01,Charged Off,credit_card,NY,23.47,1998-10-01,1,17,75.5,24,559.39,2011,11,4,157,NorthEast,Low
1264434,16800,16800,16800.0, 60 months,16.77,415.45,D,D2,8,MORTGAGE,55000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,GA,20.57,1997-12-01,1,10,73.7,37,3206.65,2011,12,4,168,SouthEast,Medium
1263134,22000,22000,21975.0, 60 months,14.65,519.35,C,C3,10,MORTGAGE,85500.0,Verified,2011-12-01,Charged Off,credit_card,PA,27.9,1989-09-01,3,14,60.0,34,12430.09,2011,12,4,267,NorthEast,Medium
1264559,10800,10800,10800.0, 36 months,7.51,336.0,A,A3,10,RENT,75000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,OK,16.59,1988-05-01,2,9,59.2,24,1909.16,2011,11,4,282,SouthWest,Medium
1264402,5000,5000,5000.0, 36 months,15.96,175.69,C,C5,1,RENT,35000.0,Source Verified,2011-11-01,Charged Off,moving,NY,2.43,2006-01-01,1,10,18.8,19,1033.87,2011,11,4,70,NorthEast,Low
1264533,25000,25000,25000.0, 60 months,18.64,643.58,E,E1,10,RENT,50000.0,Source Verified,2011-12-01,Charged Off,small_business,CA,5.81,2000-11-01,0,2,96.1,7,2154.63,2011,12,4,133,West,Low
1263597,12000,12000,12000.0, 60 months,20.3,319.94,E,E5,5,MORTGAGE,48000.0,Source Verified,2011-12-01,Charged Off,home_improvement,VA,14.65,2007-06-01,2,5,77.0,8,5503.11,2011,12,4,54,SouthEast,Low
1263631,20000,20000,20000.0, 60 months,17.27,499.96,D,D3,10,RENT,56508.0,Source Verified,2011-12-01,Charged Off,credit_card,CA,23.08,2002-06-01,1,11,60.9,21,9141.54,2011,12,4,114,West,Medium
1263735,12000,12000,12000.0, 36 months,14.27,411.71,C,C2,0,RENT,159500.0,Source Verified,2011-11-01,Charged Off,credit_card,TX,13.71,1989-02-01,0,15,83.3,39,11170.88,2011,11,4,273,SouthWest,High
1263470,20000,20000,19750.0, 60 months,13.49,460.1,C,C1,3,MORTGAGE,55000.0,Source Verified,2011-12-01,Charged Off,credit_card,CA,20.62,2003-12-01,0,7,52.4,10,2212.41,2011,12,4,96,West,Medium
1263136,22000,22000,21475.0, 60 months,11.71,486.16,B,B3,10,MORTGAGE,70000.0,Verified,2011-12-01,Charged Off,debt_consolidation,TX,18.45,1999-07-01,0,6,0.0,23,12394.78,2011,12,4,149,SouthWest,Medium
1243955,2400,2400,2400.0, 36 months,12.69,80.51,B,B5,5,OWN,48000.0,Not Verified,2011-11-01,Charged Off,vacation,TX,15.28,1999-06-01,2,19,56.7,36,2310.05,2011,11,4,149,SouthWest,Low
1263016,7500,7500,7500.0, 36 months,7.9,234.68,A,A4,5,RENT,34000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,MO,29.29,1997-02-01,2,13,60.0,26,2504.96,2011,11,4,177,MidWest,Low
1260631,18800,18800,18750.0, 60 months,18.25,479.96,D,D5,1,RENT,46000.0,Not Verified,2011-12-01,Charged Off,credit_card,OR,16.15,2003-10-01,3,6,97.9,18,2760.9,2011,12,4,98,West,Low
1262606,20200,20200,20172.63148, 60 months,21.28,549.67,F,F2,10,RENT,59670.0,Verified,2011-12-01,Charged Off,debt_consolidation,FL,16.87,2000-04-01,1,13,78.2,21,4571.71,2011,12,4,140,SouthEast,Medium
1262589,20000,20000,20000.0, 36 months,14.27,686.18,C,C2,10,RENT,95000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,WI,14.69,1986-12-01,2,12,78.8,25,8382.17,2011,11,4,299,MidWest,Medium
1262042,7500,7500,7500.0, 36 months,16.29,264.76,D,D1,5,OWN,67000.0,Not Verified,2011-11-01,Charged Off,home_improvement,NC,16.67,1999-11-01,0,6,80.3,15,664.4,2011,11,4,144,SouthEast,Medium
1262322,21000,21000,20975.0, 60 months,19.42,549.62,E,E3,1,MORTGAGE,42000.0,Verified,2011-12-01,Charged Off,small_business,FL,11.26,1999-09-01,1,9,72.2,22,3263.12,2011,12,4,147,SouthEast,Low
1262001,19425,19425,19400.0, 60 months,20.89,524.32,F,F1,10,MORTGAGE,46500.0,Verified,2011-12-01,Charged Off,debt_consolidation,TX,21.19,1982-04-01,0,14,70.2,29,8519.21,2011,12,4,356,SouthWest,Low
1261997,15600,15600,15600.0, 60 months,14.65,368.27,C,C3,5,OWN,48575.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,VA,22.33,1983-02-01,1,15,56.8,22,9388.05,2011,12,4,346,SouthEast,Low
1262161,8000,8000,3975.0, 36 months,14.65,275.96,C,C3,10,RENT,72000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NC,22.28,1997-11-01,1,10,85.8,31,0.0,2011,11,4,168,SouthEast,Medium
1239363,8000,8000,8000.0, 60 months,17.58,201.33,D,D4,10,RENT,36000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,VA,21.2,2006-03-01,0,5,47.6,11,1708.33,2011,11,4,68,SouthEast,Low
1261826,18000,18000,17975.0, 60 months,15.27,430.78,C,C4,8,RENT,50000.0,Verified,2011-12-01,Charged Off,credit_card,FL,22.08,1992-05-01,3,9,71.3,15,5040.96,2011,12,4,235,SouthEast,Low
1261491,8875,8875,8800.0, 36 months,8.9,281.81,A,A5,2,RENT,23000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,NY,18.16,2005-07-01,0,15,60.1,29,1544.05,2011,11,4,76,NorthEast,Low
1261421,8900,8900,8850.0, 60 months,18.64,229.12,E,E1,6,OWN,77000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,11.89,2006-06-01,0,19,80.4,22,2740.62,2011,11,4,65,West,Medium
1261232,12000,12000,11925.0, 36 months,9.91,386.7,B,B1,10,MORTGAGE,87000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,FL,8.97,1996-10-01,1,9,66.5,16,7951.67,2011,11,4,181,SouthEast,Medium
1259686,10000,10000,9950.0, 36 months,12.69,335.45,B,B5,10,RENT,62000.0,Source Verified,2011-11-01,Charged Off,small_business,IL,10.35,1979-02-01,1,10,65.5,22,6576.59,2011,11,4,393,MidWest,Medium
1208979,8000,8000,8000.0, 36 months,10.65,260.59,B,B2,10,RENT,60780.0,Not Verified,2011-11-01,Charged Off,credit_card,AZ,14.27,1986-09-01,2,15,20.5,48,5745.26,2011,11,4,302,West,Medium
1261317,9000,9000,9000.0, 36 months,11.71,297.69,B,B3,1,RENT,51000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,CA,19.22,2006-09-01,0,9,63.3,16,2189.86,2011,11,4,62,West,Medium
1251209,1800,1800,1800.0, 36 months,13.49,61.08,C,C1,7,RENT,40000.0,Not Verified,2011-11-01,Charged Off,other,CA,10.56,2008-01-01,0,3,63.7,3,755.98,2011,11,4,46,West,Low
1261148,14000,14000,13975.0, 60 months,18.64,360.41,E,E1,0,MORTGAGE,63000.0,Verified,2011-11-01,Charged Off,small_business,AR,23.35,2001-02-01,1,11,51.2,37,2039.5,2011,11,4,129,SouthWest,Medium
1261072,2800,2800,2800.0, 36 months,16.29,98.85,D,D1,2,RENT,43200.0,Source Verified,2011-11-01,Charged Off,other,WA,3.94,2005-05-01,2,4,67.7,5,1076.27,2011,11,4,78,West,Low
1260908,8000,8000,8000.0, 36 months,13.49,271.45,C,C1,0,RENT,23000.0,Verified,2011-11-01,Charged Off,debt_consolidation,GA,7.62,2004-12-01,0,5,94.6,7,1699.1,2011,11,4,83,SouthEast,Low
1261051,6100,6100,6100.0, 36 months,18.64,222.5,E,E1,7,OWN,70000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,12.67,2007-07-01,1,12,77.6,16,2624.88,2011,11,4,52,West,Medium
1230963,10000,10000,10000.0, 36 months,12.69,335.45,B,B5,10,MORTGAGE,50000.0,Verified,2011-11-01,Charged Off,credit_card,CO,14.4,1988-09-01,3,10,67.7,33,694.46,2011,11,4,278,West,Low
1260692,12000,12000,11975.0, 60 months,18.64,308.92,E,E1,10,RENT,61234.0,Verified,2011-11-01,Charged Off,debt_consolidation,VA,13.91,1997-12-01,0,13,64.1,34,5838.16,2011,11,4,167,SouthEast,Medium
1260478,18000,18000,17900.0, 60 months,14.27,421.36,C,C2,8,RENT,36000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,13.67,1994-01-01,1,8,39.0,35,8291.05,2011,11,4,214,West,Low
1260247,7200,7200,7200.0, 36 months,11.71,238.15,B,B3,6,MORTGAGE,26453.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,OH,21.55,1993-05-01,2,10,82.7,13,2888.44,2011,11,4,222,MidWest,Low
1255458,15000,15000,14950.0, 36 months,8.9,476.3,A,A5,10,MORTGAGE,95000.0,Verified,2011-11-01,Charged Off,debt_consolidation,IL,16.79,1997-02-01,3,11,23.4,37,8676.34,2011,11,4,177,MidWest,Medium
1260168,12800,12800,12775.0, 60 months,14.65,302.17,C,C3,4,RENT,39000.0,Source Verified,2011-11-01,Charged Off,credit_card,CA,23.48,1998-12-01,1,5,83.1,20,7465.73,2011,11,4,155,West,Low
1260144,12000,12000,12000.0, 60 months,17.27,299.98,D,D3,6,RENT,34200.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,MN,18.07,1994-01-01,2,10,28.1,24,1207.66,2011,11,4,214,MidWest,Low
1259963,10625,10625,10625.0, 36 months,14.27,364.54,C,C2,0,MORTGAGE,51000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,12.54,1995-08-01,0,14,83.9,26,1986.15,2011,11,4,195,West,Medium
1260140,7500,7500,7500.0, 36 months,7.9,234.68,A,A4,2,RENT,60000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,NC,12.32,2004-03-01,3,9,63.5,28,747.93,2011,11,4,92,SouthEast,Medium
1259669,12000,12000,11975.0, 60 months,17.58,301.99,D,D4,7,MORTGAGE,25000.0,Verified,2011-11-01,Charged Off,debt_consolidation,WI,11.9,2006-01-01,1,4,97.5,12,6328.38,2011,11,4,70,MidWest,Low
1258221,27000,27000,26975.0, 60 months,19.91,713.99,E,E4,10,MORTGAGE,98000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CO,8.99,1997-09-01,2,12,3.5,31,3822.1,2011,11,4,170,West,Medium
1259350,10000,10000,10000.0, 36 months,15.96,351.38,C,C5,10,MORTGAGE,80000.0,Verified,2011-12-01,Charged Off,home_improvement,CA,24.22,1998-11-01,1,8,89.5,14,6724.48,2011,12,4,157,West,Medium
1258696,12000,12000,11750.0, 60 months,8.9,248.52,A,A5,10,MORTGAGE,39996.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,SC,5.52,1991-12-01,0,6,66.8,21,2152.63,2011,11,4,239,SouthEast,Low
1258554,4500,4500,4500.0, 36 months,11.71,148.85,B,B3,6,MORTGAGE,40000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,15.87,2003-10-01,0,15,78.6,27,210.47,2011,11,4,97,West,Low
1258012,12000,12000,12000.0, 60 months,17.58,301.99,D,D4,0,MORTGAGE,75000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,FL,19.41,1999-08-01,3,9,56.0,17,1632.83,2011,11,4,147,SouthEast,Medium
1257937,7000,7000,7000.0, 36 months,7.9,219.04,A,A4,4,RENT,39000.0,Not Verified,2011-11-01,Charged Off,credit_card,NY,15.48,2003-08-01,0,10,26.5,17,1413.38,2011,11,4,99,NorthEast,Low
1232487,10500,10500,10500.0, 36 months,15.96,368.95,C,C5,10,OWN,45000.0,Verified,2011-11-01,Charged Off,home_improvement,MA,21.28,2000-10-01,2,9,77.2,22,9058.38,2011,11,4,133,NorthEast,Low
1257811,7200,7200,7200.0, 36 months,19.03,264.04,E,E2,5,RENT,35000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,FL,16.7,2001-10-01,3,6,98.5,17,6187.14,2011,11,4,121,SouthEast,Low
1257750,5600,5600,5600.0, 60 months,15.27,134.02,C,C4,1,MORTGAGE,51600.0,Not Verified,2011-11-01,Charged Off,car,IL,12.56,2007-02-01,1,8,60.8,9,3970.28,2011,11,4,57,MidWest,Medium
1257522,3000,3000,3000.0, 36 months,12.69,100.64,B,B5,10,MORTGAGE,39192.0,Verified,2011-11-01,Charged Off,other,OH,22.23,2001-11-01,1,10,56.5,16,2133.62,2011,11,4,120,MidWest,Low
1241473,6075,6075,6075.0, 36 months,12.42,203.0,B,B4,2,RENT,12000.0,Verified,2011-11-01,Charged Off,wedding,GA,7.4,2007-12-01,2,15,28.1,20,3792.92,2011,11,4,47,SouthEast,Low
1223033,17400,17400,17400.0, 60 months,18.25,444.22,D,D5,3,RENT,48000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NY,3.8,1996-11-01,1,8,35.9,19,5648.18,2011,11,4,180,NorthEast,Low
1256393,18000,18000,18000.0, 60 months,22.06,497.76,F,F4,2,OWN,49989.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,SC,16.18,1999-05-01,2,18,96.4,42,4225.07,2011,11,4,150,SouthEast,Low
1256149,8000,8000,8000.0, 36 months,14.65,275.96,C,C3,10,RENT,33000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NM,18.36,1987-02-01,2,7,62.9,17,5903.07,2011,11,4,297,West,Low
1031964,10800,10800,10800.0, 60 months,20.3,287.94,E,E5,7,MORTGAGE,95000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,MN,4.07,2000-03-01,3,14,58.4,29,429.9,2011,11,4,140,MidWest,Medium
1255527,17600,17600,17350.0, 60 months,13.49,404.89,C,C1,3,MORTGAGE,90000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CT,19.05,1996-10-01,2,11,62.1,31,4852.7,2011,11,4,181,NorthEast,Medium
1255524,20000,20000,20000.0, 60 months,14.65,472.14,C,C3,10,MORTGAGE,50000.0,Verified,2011-12-01,Charged Off,small_business,FL,18.14,1991-09-01,1,14,51.9,33,3453.45,2011,12,4,243,SouthEast,Low
1255647,6300,6300,6300.0, 36 months,14.65,217.32,C,C3,6,MORTGAGE,60000.0,Not Verified,2011-11-01,Charged Off,car,FL,3.66,2006-02-01,1,7,50.2,10,3886.48,2011,11,4,69,SouthEast,Medium
1255617,18000,18000,17925.0, 60 months,11.71,397.77,B,B3,7,MORTGAGE,60000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,OH,16.2,1995-12-01,2,11,35.4,30,5685.04,2011,11,4,191,MidWest,Medium
1255476,16000,16000,16000.0, 36 months,12.42,534.65,B,B4,10,OWN,72000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,TX,11.08,1972-12-01,0,5,35.1,11,4522.62,2011,11,4,467,SouthWest,Medium
1253236,12000,12000,12000.0, 60 months,8.9,248.52,A,A5,1,RENT,50000.0,Source Verified,2011-11-01,Charged Off,small_business,NY,3.89,1999-10-01,0,8,2.3,26,6124.55,2011,11,4,145,NorthEast,Low
1255326,16500,16500,16400.0, 60 months,11.71,364.62,B,B3,4,MORTGAGE,33000.0,Verified,2011-11-01,Charged Off,small_business,OH,12.07,1989-09-01,1,11,14.2,22,824.41,2011,11,4,266,MidWest,Low
1254711,18650,18650,18650.0, 60 months,21.67,511.6,F,F3,10,RENT,90000.0,Source Verified,2011-11-01,Charged Off,small_business,HI,14.19,1995-10-01,2,3,80.2,16,1095.71,2011,11,4,193,West,Medium
1254758,12000,12000,12000.0, 36 months,6.62,368.45,A,A2,1,RENT,60000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,CA,8.86,1999-01-01,1,9,23.8,29,4365.51,2011,11,4,154,West,Medium
1254745,12000,12000,11875.0, 60 months,16.77,296.75,D,D2,10,MORTGAGE,93000.0,Verified,2011-11-01,Charged Off,debt_consolidation,IL,19.81,1995-10-01,2,17,93.8,40,1078.01,2011,11,4,193,MidWest,Medium
1254741,5000,5000,5000.0, 36 months,7.9,156.46,A,A4,10,RENT,40000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,CA,19.08,2006-12-01,0,6,51.7,7,753.28,2011,11,4,59,West,Low
1253504,23000,23000,22950.0, 60 months,13.49,529.11,C,C1,10,MORTGAGE,45948.0,Verified,2011-11-01,Charged Off,small_business,MO,2.53,1990-11-01,0,3,38.0,9,1954.13,2011,11,4,252,MidWest,Low
1254242,2500,2500,2500.0, 36 months,9.91,80.57,B,B1,0,RENT,13200.0,Source Verified,2011-11-01,Charged Off,other,OH,15.82,2006-05-01,1,5,68.2,7,304.19,2011,11,4,66,MidWest,Low
1254234,8575,8575,8575.0, 36 months,19.42,316.15,E,E3,0,RENT,27840.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,FL,15.47,2005-11-01,0,7,98.3,14,357.42,2011,11,4,72,SouthEast,Low
1250948,16000,16000,15750.0, 36 months,11.71,529.22,B,B3,7,RENT,42494.0,Source Verified,2011-11-01,Charged Off,car,MD,10.65,2006-10-01,0,6,0.2,9,8634.66,2011,11,4,61,SouthEast,Low
1253935,15000,15000,15000.0, 60 months,19.42,392.59,E,E3,5,RENT,55000.0,Verified,2011-11-01,Charged Off,debt_consolidation,CA,20.68,1996-09-01,2,13,76.4,22,1961.67,2011,11,4,182,West,Medium
1243475,22900,22900,22725.0, 60 months,18.25,584.63,D,D5,10,RENT,55000.0,Verified,2011-11-01,Charged Off,debt_consolidation,NY,15.91,1991-01-01,1,8,58.8,17,5563.94,2011,11,4,250,NorthEast,Medium
1253604,6000,6000,6000.0, 36 months,10.65,195.44,B,B2,5,MORTGAGE,126000.0,Not Verified,2011-11-01,Charged Off,home_improvement,NY,14.33,1985-11-01,0,16,50.0,21,3433.82,2011,11,4,312,NorthEast,High
1253232,14000,14000,14000.0, 36 months,7.9,438.07,A,A4,2,RENT,150000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NY,7.66,1996-12-01,0,10,77.6,27,6973.3,2011,11,4,179,NorthEast,High
1253026,3500,3500,3500.0, 36 months,11.71,115.77,B,B3,0,RENT,30000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NY,9.36,2005-10-01,0,6,45.8,8,1788.54,2011,11,4,73,NorthEast,Low
1252985,21000,21000,21000.0, 60 months,17.58,528.48,D,D4,10,RENT,150000.0,Source Verified,2011-11-01,Charged Off,wedding,CA,9.22,2001-11-01,1,5,94.2,24,5177.35,2011,11,4,120,West,High
1252863,13200,13200,13200.0, 60 months,14.27,309.0,C,C2,4,MORTGAGE,75000.0,Not Verified,2011-11-01,Charged Off,credit_card,NV,18.34,1999-11-01,1,13,54.2,33,2651.44,2011,11,4,144,West,Medium
1252710,6850,6850,6850.0, 60 months,19.03,177.81,E,E2,2,RENT,54000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,NY,6.47,2005-11-01,0,9,77.9,11,2958.14,2011,11,4,72,NorthEast,Medium
1216633,20000,20000,19750.0, 60 months,15.27,478.64,C,C4,8,RENT,75000.0,Verified,2011-11-01,Charged Off,credit_card,MA,16.85,2000-03-01,1,17,27.4,29,6200.04,2011,11,4,140,NorthEast,Medium
1252790,5000,5000,5000.0, 36 months,16.77,177.7,D,D2,6,RENT,50000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,CA,13.03,1994-09-01,2,7,98.4,15,216.68,2011,11,4,206,West,Low
1249765,12000,12000,11950.0, 60 months,14.27,280.91,C,C2,10,MORTGAGE,60000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,AL,10.58,1982-02-01,1,7,96.0,29,4544.13,2011,11,4,357,SouthEast,Medium
1252659,21000,21000,20775.0, 60 months,17.58,528.48,D,D4,10,RENT,51000.0,Verified,2011-11-01,Charged Off,debt_consolidation,NY,13.91,1985-08-01,3,9,78.8,16,1847.86,2011,11,4,315,NorthEast,Medium
1252591,1200,1200,1200.0, 36 months,14.27,41.18,C,C2,10,MORTGAGE,90216.0,Not Verified,2011-11-01,Charged Off,home_improvement,IL,15.7,1992-02-01,0,18,92.2,38,373.54,2011,11,4,237,MidWest,Medium
1252042,10000,10000,10000.0, 36 months,19.42,368.69,E,E3,3,RENT,31000.0,Verified,2011-11-01,Charged Off,major_purchase,RI,13.94,2005-09-01,0,4,98.3,9,6308.26,2011,11,4,74,NorthEast,Low
1251991,3500,3500,3500.0, 36 months,16.29,123.56,D,D1,3,MORTGAGE,50000.0,Not Verified,2011-11-01,Charged Off,major_purchase,NY,0.0,2002-04-01,0,3,0.0,16,3019.28,2011,11,4,115,NorthEast,Low
1251977,24000,24000,23747.5039, 60 months,19.42,628.14,E,E3,5,RENT,62000.0,Source Verified,2011-11-01,Charged Off,debt_consolidation,CA,18.46,1999-04-01,0,10,88.0,34,6947.68,2011,11,4,151,West,Medium
1251638,20000,20000,19875.0, 60 months,11.71,441.97,B,B3,2,MORTGAGE,63239.8,Verified,2011-11-01,Charged Off,debt_consolidation,MA,22.22,1998-03-01,0,9,45.9,26,4820.9,2011,11,4,164,NorthEast,Medium
1251246,14400,14400,14400.0, 60 months,15.27,344.62,C,C4,2,MORTGAGE,60000.0,Not Verified,2011-11-01,Charged Off,debt_consolidation,WA,16.3,1996-03-01,3,12,59.6,31,822.46,2011,11,4,188,West,Medium
1251342,12000,12000,12000.0, 60 months,18.25,306.36,D,D5,3,RENT,24000.0,Verified,2011-11-01,Charged Off,other,NY,7.45,2007-01-01,1,4,82.7,5,4772.55,2011,11,4,58,NorthEast,Low
1247917,24000,24000,23472.12181, 60 months,14.27,561.81,C,C2,10,MORTGAGE,76320.0,Verified,2011-11-01,Charged Off,debt_consolidation,VA,22.28,1996-03-01,0,4,78.3,11,18210.8,2011,11,4,188,SouthEast,Medium
